Program,ParentProject,Project,StationName,StationCode,SampleDate,CollectionTime,LocationCode,CollectionDepth,UnitCollectionDepth,SampleTypeCode,CollectionReplicate,ResultsReplicate,LabBatch,LabSampleID,MatrixName,MethodName,Analyte,Unit,Result,Observation,MDL,RL,ResultQualCode,QACode,BatchVerification,ComplianceCode,SampleComments,CollectionComments,ResultsComments,BatchComments,EventCode,ProtocolCode,SampleAgency,GroupSamples,CollectionMethodName,TargetLatitude,TargetLongitude,CollectionDeviceDescription,CalibrationDate,PositionWaterColumn,PrepPreservationName,PrepPreservationDate,DigestExtractMethod,DigestExtractDate,AnalysisDate,DilutionFactor,ExpectedValue,LabAgency,SubmittingAgency,SubmissionCode,OccupationMethod,StartingBank,DistanceFromBank,UnitDistanceFromBank,StreamWidth,UnitStreamWidth,StationWaterDepth,UnitStationWaterDepth,HydroMod,HydroModLoc,LocationDetailWQComments,ChannelWidth,UpstreamLength,DownStreamLength,TotalReach,LocationDetailBAComments,SampleID,DW_AnalyteName,Datum,DataQuality,DataQualityIndicator,ResultDisplay,DisplayText,Censored,AnalyteDisplay,AnalyteGroup1,AnalyteGroup2,AnalyteGroup3,MatrixDisplay,Region
Surface Water Ambient Monitoring Program,SWAMP Dry Stream,RWB9 Episodic Assessment,De Luz Tributary at Airport,910NP9ARP,6/4/2019 0:00,1899-12-30 11:15:00,X,2.0,cm,Grab,1,1,MPSL-DFW_2019Dig32_S_TM,2019-1317,sediment,EPA 200.8,"Arsenic, Total",mg/Kg dw,14.3,,0.09,0.27,=,,VAC,Com,,,,"Ag dup hi, results <RL; Cr MSD low, appears unspiked; Mn MSD slightly low",BA,DryStream_2016,CSUMB-WEE,,Sediment_Grab,32.62881,-116.88151,Not Recorded,,Not Applicable,FieldFrozen,6/4/2019 0:00,EPA 3052M,9/13/2019 0:00,10/22/2019 0:00,1,,MPSL-DFW,MPSL-DFW,"A,MD",,,,,,,,,,,,,,,,,,Arsenic,WGS84,Passed,,14.3,,,"Arsenic, Total",Inorganic,Inorganic,Metal,sediment,9
Surface Water Ambient Monitoring Program,SWAMP Dry Stream,RWB9 Episodic Assessment,Pine Valley Creek at Noble Canyon Trailhead,911TJPC2x,6/7/2019 0:00,1899-12-30 11:45:00,X,2.0,cm,Grab,1,1,MPSL-DFW_2019Dig32_S_TM,2019-1319,sediment,EPA 200.8,"Arsenic, Total",mg/Kg dw,2.62,,0.09,0.27,=,,VAC,Com,,,,"Ag dup hi, results <RL; Cr MSD low, appears unspiked; Mn MSD slightly low",BA,DryStream_2016,CSUMB-WEE,,Sediment_Grab,32.853119,-116.522737,Not Recorded,,Not Applicable,FieldFrozen,6/7/2019 0:00,EPA 3052M,9/13/2019 0:00,10/22/2019 0:00,1,,MPSL-DFW,MPSL-DFW,"A,MD",,,,,,,,,,,,,,,,,,Arsenic,NAD83,Passed,,2.62,,,"Arsenic, Total",Inorganic,Inorganic,Metal,sediment,9
Surface Water Ambient Monitoring Program,SWAMP RWB2 Monitoring,"RWB2 WadStream- Petaluma, Lagunitas, Walker 2016",Walker Creek-1.2km upstream of hwy 1 crossing,201WLK091,6/15/2016 0:00,1899-12-30 10:14:00,Bank,2.0,cm,Integrated,1,1,MPSL-DFG_2016Dig16_S_TM,2016-1780,sediment,EPA 200.8,"Arsenic, Total",mg/Kg dw,3.28,,0.1,0.3,=,,"VAC,VMD",Com,Integrator site- Walker Creek,"Amphipod survival, Hg and metals suite, TOC, and grain size collected with plastic scoop.",,"Se post spiked, Se CRM <RL. IQC: FIELD DUP RPD>25%",WQ,SWAMP_SPoT,RWQCB2,,Sediment_Grab,38.224643,-122.910304,"scoop, polyethylene",,Subsurface,FieldFrozen,,EPA 3052M,8/1/2016 0:00,9/29/2016 0:00,1,,MPSL-DFW,MPSL-DFW,"A,MD",Walk In,RB,2.0,m,10.0,m,0.3,m,,,,,,,,,,Arsenic,WGS84,Some review needed,"BatchVerification:VAC,VMD",3.28,,,"Arsenic, Total",Inorganic,Inorganic,Metal,sediment,2
Surface Water Ambient Monitoring Program,SWAMP RWB2 Monitoring,"RWB2 Yr1 West Marin, Solano & Alameda Co Creeks",Rockville,207SUI020,6/17/2002 0:00,1899-12-30 15:40:00,Not Recorded,2.0,cm,Integrated,1,1,2003Dig06,02-1577,sediment,EPA 200.8,"Arsenic, Total",mg/Kg dw,11.5,,0.05,0.1,=,,VAC,Com,original nominal area could not be accessed due to poison Oak. Sampled upstream of original nominal under bridge on Suison Valley Rd.,,,,WQ,MPSL-DFW_Field_v1.0,MPSL-DFW,,Sediment_Grab,38.24472,-122.11194,"scoop, polycarbonate",,not applicable,,1/1/1950 0:00,EPA 3052M,,2/20/2003 0:00,1,,MPSL-DFW,MPSL-DFW,A,Walk In,NR,-88.0,m,7.0,m,0.4,m,NR,,Nominal Lat/Longs could not be accessed; Sampled U/S of nominal under bridge on Suisun Valley Rd.; Actual Lat/long correct,,,,,,,Arsenic,WGS84,Passed,,11.5,,,"Arsenic, Total",Inorganic,Inorganic,Metal,sediment,2
Surface Water Ambient Monitoring Program,SWAMP RWB2 Monitoring,RWB2 Yr2 Cstal & Bay Penn Crks; SMateo & SClara Co,San Gregorio USGS Gage,202SGR010,6/18/2002 0:00,1899-12-30 10:10:00,Not Recorded,2.0,cm,Integrated,1,1,2003Dig06,02-1559,sediment,EPA 200.8,"Arsenic, Total",mg/Kg dw,4.86,,0.05,0.1,=,,VAC,Com,,,,,WQ,MPSL-DFW_Field_v1.0,MPSL-DFW,,Sediment_Grab,37.32583,-122.38583,"scoop, polyethylene",,Not Applicable,,1/1/1950 0:00,EPA 3052M,,2/20/2003 0:00,1,,MPSL-DFW,MPSL-DFW,A,Walk In,NR,-88.0,m,6.0,m,0.5,m,NR,,,,,,,,,Arsenic,WGS84,Passed,,4.86,,,"Arsenic, Total",Inorganic,Inorganic,Metal,sediment,2
Surface Water Ambient Monitoring Program,SWAMP RWB2 Monitoring,RWB2 Yr2 Cstal & Bay Penn Crks; SMateo & SClara Co,Charleston Rd,205PER010,6/17/2002 0:00,1899-12-30 08:50:00,Not Recorded,2.0,cm,Integrated,1,1,2003Dig06,02-1542,sediment,EPA 200.8,"Arsenic, Total",mg/Kg dw,1.04,,0.05,0.1,=,,VAC,Com,, 200FDQ009,,,WQ,MPSL-DFW_Field_v1.0,MPSL-DFW,,Sediment_Grab,37.42118,-122.08673,"scoop, polyethylene",,not applicable,,1/1/1950 0:00,EPA 3052M,2/6/2003 0:00,2/20/2003 0:00,1,,MPSL-DFW,MPSL-DFW,A,Walk In,RB,-88.0,m,5.0,m,0.2,m,NR,,,,,,,,,Arsenic,WGS84,Passed,,1.04,,,"Arsenic, Total",Inorganic,Inorganic,Metal,sediment,2
Surface Water Ambient Monitoring Program,SWAMP RWB2 Monitoring,RWB2 Yr2 Cstal & Bay Penn Crks; SMateo & SClara Co,Water Lane,202PES050,6/19/2002 0:00,1899-12-30 09:12:00,Bank,2.0,cm,Integrated,1,1,2003Dig06,02-1624,sediment,EPA 200.8,"Arsenic, Total",mg/Kg dw,5.65,,0.05,0.1,=,,VAC,Com,,,,,WQ,MPSL-DFW_Field_v1.0,MPSL-DFW,,Sediment_Grab,37.258,-122.39492,"scoop, polyethylene",,Not Applicable,,1/1/1950 0:00,EPA 3052M,2/6/2003 0:00,2/20/2003 0:00,1,,MPSL-DFW,MPSL-DFW,A,Walk In,LB,-88.0,m,5.0,m,0.1,m,NR,,,,,,,,,Arsenic,WGS84,Passed,,5.65,,,"Arsenic, Total",Inorganic,Inorganic,Metal,sediment,2
Surface Water Ambient Monitoring Program,SWAMP RWB2 Monitoring,"RWB2 Yr3 Peta Riv, Smateo & Contra Costa Co Creeks","Petaluma River - Petaluma Village Premium Outlet Mall, just downstream of bridge leading into mall",206PET310,4/21/2003 0:00,1899-12-30 17:45:00,Bank,2.0,cm,Integrated,1,1,2003Dig15,2003-1461,sediment,EPA 200.8,"Arsenic, Total",mg/Kg dw,4.66,,0.1,0.3,=,,VAC,QualH,clams in 1' water - 4'' off bottom 14'' off man-made rudimentary stick retaining wall,,,"QAO: MS/MSD %R and RPD outside criteria for Cu, Mn, Ni, As, Cr, Zn",WQ,MPSL-DFW_Field_v1.0,MPSL-DFW,,Sediment_Grab,38.25578,-122.65117,"scoop, polyethylene",,Not Applicable,,1/1/1950 0:00,EPA 3052M,11/4/2003 0:00,11/18/2003 0:00,1,,MPSL-DFW,MPSL-DFW,A,Walk In,LB,-88.0,m,7.0,m,0.6,m,NR,,,,,,,,,Arsenic,WGS84,Passed,,4.66,,,"Arsenic, Total",Inorganic,Inorganic,Metal,sediment,2
Surface Water Ambient Monitoring Program,SWAMP RWB2 Monitoring,"RWB2 Yr3 Peta Riv, Smateo & Contra Costa Co Creeks",Port Chicago Highway,207MTD010,4/21/2003 0:00,1899-12-30 16:00:00,Bank,2.0,cm,Integrated,1,1,2003Dig15,2003-1463,sediment,EPA 200.8,"Arsenic, Total",mg/Kg dw,4.58,,0.1,0.3,=,,VAC,QualH,,,,"QAO: MS/MSD %R and RPD outside criteria for Cu, Mn, Ni, As, Cr, Zn",WQ,MPSL-DFW_Field_v1.0,MPSL-DFW,,Sediment_Grab,38.01861,-122.02602,"scoop, polyethylene",,Not Applicable,,1/1/1950 0:00,EPA 3052M,11/4/2003 0:00,11/18/2003 0:00,1,,MPSL-DFW,MPSL-DFW,A,Walk In,RB,-88.0,m,7.0,m,0.6,m,NR,,,,,,,,,Arsenic,WGS84,Passed,,4.58,,,"Arsenic, Total",Inorganic,Inorganic,Metal,sediment,2
Surface Water Ambient Monitoring Program,SWAMP RWB2 Monitoring,RWB2 Yr4 East Bay Creeks,Arroyo Viejo Rec. Center,204AVJ020,4/12/2005 0:00,1899-12-30 16:15:00,Bank,2.0,cm,Integrated,1,1,MPSL_2005Dig26_S_TM,2005-2126,sediment,EPA 200.8,"Arsenic, Total",mg/Kg dw,12.0,,1.8,5.0,=,,VAC,QualH,,,Moisture from Hg Digestion,"All dups high, this is fairly typical of sediments; Al too high to spike; Cr MS PR and Dup RPD outside limits, Both CRM Cr results OK; Moistures taken from Hg digestion",WQ,MPSL-DFW_Field_v1.0,MPSL-DFW,,Sediment_Grab,37.76253,-122.17539,"scoop, polyethylene",,Not Applicable,,1/1/1950 0:00,EPA 3052M,10/20/2005 0:00,10/27/2005 0:00,1,,MPSL-DFW,MPSL-DFW,"A,MD",Walk In,RB,0.2,m,1.5,m,0.3,m,Bridge,DS,,,,,,,,Arsenic,WGS84,Passed,,12.0,,,"Arsenic, Total",Inorganic,Inorganic,Metal,sediment,2
Surface Water Ambient Monitoring Program,SWAMP RWB2 Monitoring,RWB2 Yr4 East Bay Creeks,Codornices at 2nd Street,203COD020,4/12/2005 0:00,1899-12-30 09:25:00,Bank,2.0,cm,Integrated,1,1,MPSL_2005Dig25_S_TM,2005-2091,sediment,EPA 200.8,"Arsenic, Total",mg/Kg dw,10.1,,1.8,5.0,=,,VAC,Com,,,Moisture from Hg Digestion,"Al too high to spike; Cd CRM outside DQI, all other criteria in",WQ,MPSL-DFW_Field_v1.0,MPSL-DFW,,Sediment_Grab,37.88188,-122.30692,"scoop, polyethylene",,Not Applicable,,1/1/1950 0:00,EPA 3052M,10/13/2005 0:00,10/27/2005 0:00,1,,MPSL-DFW,MPSL-DFW,"A,MD",Walk In,LB,0.2,m,1.6,m,0.3,m,,,,,,,,,,Arsenic,WGS84,Passed,,10.1,,,"Arsenic, Total",Inorganic,Inorganic,Metal,sediment,2
Surface Water Ambient Monitoring Program,RWB2 Depressional Wetlands Study,RWB2 Depressional Wetlands 2014,"Depressional Wetland - 60m SE of Ygnacio Valley Rd and Montecito Dr intersection, Concord; NT7768",207DW0167,5/13/2014 0:00,1899-12-30 10:00:00,AA1,2.0,cm,Integrated,1,1,MPSL-DFG_2014Dig12_S_TM,2014-1063,sediment,EPA 200.8,"Arsenic, Total",mg/Kg dw,3.53,,0.1,0.3,=,,VAC,Com,Collected Duplicate. Site is a stormwater pond completely fenced in. Water has really low D.O. Two big light brown snakes in water,,,"samples rec'd improper temp; As,Cu,Ni RPD hi, sed difficult to homog; Ag,Se MS PR hi & SeMS/MSD RPD hi, native ND",BA,SWAMP_2014_DW,MPSL-DFW,,Sediment_Grab,37.946869,-121.990843,"scoop, polyethylene",,Not Applicable,FieldFrozen,5/13/2014 0:00,EPA 3052M,7/31/2014 0:00,1/27/2015 0:00,1,,MPSL-DFW,MPSL-DFW,"A,MD",,,,,,,,,,,,,,,,,,Arsenic,WGS84,Passed,,3.53,,,"Arsenic, Total",Inorganic,Inorganic,Metal,sediment,2
Surface Water Ambient Monitoring Program,RWB2 Depressional Wetlands Study,RWB2 Depressional Wetlands 2014,"Depressional Wetland - 700m northwest of Buhman Ave and Henry Rd intersection, Napa; NT9286",206DW0180,5/8/2014 0:00,1899-12-30 11:15:00,AA1,2.0,cm,Integrated,1,1,MPSL-DFG_2015Dig07_S_TM,2014-1097,sediment,EPA 200.8,"Arsenic, Total",mg/Kg dw,11.3,,0.1,0.3,=,,VAC,Com,,,,"Cd dup RPD high, results at RL; Se MS/MSD PR high; Ag CRM slightly high",BA,SWAMP_2014_DW,DFW-ABL,,Sediment_Grab,38.278114,-122.341383,"scoop, polyethylene",,Not Applicable,FieldFrozen,5/8/2014 0:00,EPA 3052M,3/19/2015 0:00,4/6/2015 0:00,1,,MPSL-DFW,MPSL-DFW,"A,MD",,,,,,,,,,,,,,,,,,Arsenic,WGS84,Passed,,11.3,,,"Arsenic, Total",Inorganic,Inorganic,Metal,sediment,2
Surface Water Ambient Monitoring Program,RWB2 Depressional Wetlands Study,RWB2 Depressional Wetlands 2014,"Depressional Wetland - Henry Coe State Park, 1mi south of Jackson Rd, east of Tower Trail; NT12561",205DW0011,5/5/2014 0:00,1899-12-30 12:00:00,AA1,2.0,cm,Integrated,1,1,MPSL-DFG_2014Dig12_S_TM,2014-1055,sediment,EPA 200.8,"Arsenic, Total",mg/Kg dw,5.48,,0.1,0.3,=,,VAC,Com,Wetland has been dominated by pigs and cows. Lots of animal burrows in spike rush.,,,"samples rec'd improper temp; As,Cu,Ni RPD hi, sed difficult to homog; Ag,Se MS PR hi & SeMS/MSD RPD hi, native ND",BA,SWAMP_2014_DW,MPSL-DFW,,Sediment_Grab,37.11443,-121.457026,"scoop, polyethylene",,Not Applicable,FieldFrozen,5/5/2014 0:00,EPA 3052M,7/31/2014 0:00,1/27/2015 0:00,1,,MPSL-DFW,MPSL-DFW,"A,MD",,,,,,,,,,,,,,,,,,Arsenic,WGS84,Passed,,5.48,,,"Arsenic, Total",Inorganic,Inorganic,Metal,sediment,2
Surface Water Ambient Monitoring Program,RWB2 Depressional Wetlands Study,RWB2 Depressional Wetlands 2014,"Depressional Wetland - Joseph Grant Cnty Park, Canada de Pala Trail 400m S of Hotel Trail; NT10730",205DW0142,5/8/2014 0:00,1899-12-30 12:00:00,AA1,2.0,cm,Integrated,1,1,MPSL-DFG_2014Dig12_S_TM,2014-1060,sediment,EPA 200.8,"Arsenic, Total",mg/Kg dw,6.27,,0.1,0.3,=,,VAC,Com,Cowpond,,,"samples rec'd improper temp; As,Cu,Ni RPD hi, sed difficult to homog; Ag,Se MS PR hi & SeMS/MSD RPD hi, native ND",BA,SWAMP_2014_DW,MPSL-DFW,,Sediment_Grab,37.315227,-121.690955,"scoop, polyethylene",,Not Applicable,FieldFrozen,5/8/2014 0:00,EPA 3052M,7/31/2014 0:00,1/27/2015 0:00,1,,MPSL-DFW,MPSL-DFW,"A,MD",,,,,,,,,,,,,,,,,,Arsenic,WGS84,Passed,,6.27,,,"Arsenic, Total",Inorganic,Inorganic,Metal,sediment,2
Surface Water Ambient Monitoring Program,Central Coast Ambient Monitoring Program,TMDL Santa Rosa San Simeon Mercury,San Simeon Creek at Boot Ranch second SSC Road bridge,310SSWBOT,4/28/2017 0:00,1899-12-30 10:55:00,Bank,2.0,cm,Integrated,1,1,MPSL-DFG_2017Dig21_S_TM,2017-1396,sediment,EPA 200.8,"Arsenic, Total",mg/Kg dw,6.28,,0.1,0.3,=,,VAC,Com,,,,,WQ,CCAMP_Field_2014,RWQCB3,,Sediment_Grab,35.60957,-121.07592,Not Recorded,,,LabFrozen,5/1/2017 10:30,EPA 3052M,10/27/2017 0:00,11/13/2017 0:00,1,,MPSL-DFW,MPSL-DFW,A,,,,,,,,,,,,,,,,,,Arsenic,NAD83,Passed,,6.28,,,"Arsenic, Total",Inorganic,Inorganic,Metal,sediment,3
Surface Water Ambient Monitoring Program,RWB2 Depressional Wetlands Study,RWB2 Depressional Wetlands 2014,"Depressional Wetland - 0.42mi northeast of Dealy Ln and Old Sonoma Rd, Napa; NT11911",206DW0228,6/11/2014 0:00,1899-12-30 10:00:00,AA1,2.0,cm,Integrated,1,1,MPSL-DFG_2014Dig17_S_TM,2014-1956,sediment,EPA 200.8,"Arsenic, Total",mg/Kg dw,3.61,,0.1,0.3,=,,VAC,Com,,,,"Se spike<5x MDL; Ni MSD RPD hi, sed usually not homogenous; Se CRM cert value <RL, hi PR",BA,SWAMP_2014_DW,RWQCB2,,Sediment_Grab,38.263043,-122.334475,"scoop, polyethylene",,Not Applicable,FieldFrozen,6/11/2014 0:00,EPA 3052M,11/4/2014 0:00,12/2/2014 0:00,1,,MPSL-DFW,MPSL-DFW,"A,MD",,,,,,,,,,,,,,,,,,Arsenic,WGS84,Passed,,3.61,,,"Arsenic, Total",Inorganic,Inorganic,Metal,sediment,2
Surface Water Ambient Monitoring Program,RWB2 Depressional Wetlands Study,RWB2 Depressional Wetlands 2014,"Depressional Wetland - 0.8mi west of Chiles Pope Valley Rd, 1.5mi north of Lake Hennessey; NT11988",206DW0123,5/12/2014 0:00,1899-12-30 13:45:00,AA1,2.0,cm,Integrated,1,1,MPSL-DFG_2014Dig17_S_TM,2014-1098,sediment,EPA 200.8,"Arsenic, Total",mg/Kg dw,6.07,,0.1,0.3,=,,VAC,Com,,,,"Se spike<5x MDL; Ni MSD RPD hi, sed usually not homogenous; Se CRM cert value <RL, hi PR",BA,SWAMP_2014_DW,DFW-ABL,,Sediment_Grab,38.511581,-122.36704,"scoop, polyethylene",,Not Applicable,FieldFrozen,5/12/2014 0:00,EPA 3052M,11/4/2014 0:00,12/2/2014 0:00,1,,MPSL-DFW,MPSL-DFW,"A,MD",,,,,,,,,,,,,,,,,,Arsenic,WGS84,Passed,,6.07,,,"Arsenic, Total",Inorganic,Inorganic,Metal,sediment,2
Surface Water Ambient Monitoring Program,SWAMP Dry Stream,RWB9 Episodic Assessment,Rancho Jamul,910NP9RJT,7/10/2019 0:00,1899-12-30 11:56:00,X,2.0,cm,Grab,1,1,MPSL-DFW_2019Dig32_S_TM,2019-1322,sediment,EPA 200.8,"Arsenic, Total",mg/Kg dw,1.42,,0.09,0.27,=,,VAC,Com,,,,"Ag dup hi, results <RL; Cr MSD low, appears unspiked; Mn MSD slightly low",BA,DryStream_2016,CSUMB-WEE,,Sediment_Grab,32.69905,-116.86998,Not Recorded,,Not Applicable,FieldFrozen,7/10/2019 0:00,EPA 3052M,9/13/2019 0:00,10/22/2019 0:00,1,,MPSL-DFW,MPSL-DFW,"A,MD",,,,,,,,,,,,,,,,,,Arsenic,WGS84,Passed,,1.42,,,"Arsenic, Total",Inorganic,Inorganic,Metal,sediment,9
Surface Water Ambient Monitoring Program,SWAMP RWB1 Monitoring,RWB1 Irrigated Lands Monitoring 2013,Mark West Creek at River Road,114MW2583,11/7/2013 0:00,1899-12-30 15:00:00,Midchannel,2.0,cm,Integrated,1,1,MPSL-DFG_2014Dig09_S_TM,2013-4978,sediment,EPA 200.8,"Arsenic, Total",mg/Kg dw,11.6,,0.1,0.3,=,,VAC,Com,,KR added sample (matches AA); SLM: GC reported 12:30,,"All samples digested w/in HT, some analysed after: Concentrations do not change once digested.",WQ,MPSL-DFW_Field_v1.0,RWQCB1,,Sediment_Grab,38.48266,-122.83068,"scoop, polyethylene",,Not Applicable,FieldFrozen,11/7/2013 0:00,EPA 3052M,4/7/2014 0:00,8/26/2014 0:00,1,,MPSL-DFW,MPSL-DFW,"A,MD",Walk In,NR,-88.0,m,-88.0,m,-88.0,m,Bridge,WI,,,,,,,,Arsenic,WGS84,Passed,,11.6,,,"Arsenic, Total",Inorganic,Inorganic,Metal,sediment,1
Surface Water Ambient Monitoring Program,SWAMP RWB2 Monitoring,RWB2 WadStr2017 Lagunitas_Walker_Pescadero_Butano,Napa River at Trancas,206NAP030,7/17/2017 0:00,1899-12-30 13:00:00,Bank,2.0,cm,Integrated,1,1,MPSL-DFG_2017Dig22_S_TM,2017-2111,sediment,EPA 200.8,"Arsenic, Total",mg/Kg dw,7.01,,0.1,0.3,=,,VAC,Com,Napa integrator site,"Hg, metals suite, TOC, grain size, and amphipod survival collected with plastic scoop.",,"Se MS PR and MS/MSD RPD high; Pb dup high, MS/MSD PR low",WQ,SWAMP_SPoT,RWQCB2,,Sediment_Grab,38.324878,-122.284098,"scoop, polyethylene",,Subsurface,LabFrozen,,EPA 3052M,11/6/2017 0:00,11/29/2017 0:00,1,,MPSL-DFW,MPSL-DFW,"A,MD",Walk In,RB,0.1,m,10.0,m,0.5,m,,,,,,,,,,Arsenic,WGS84,Passed,,7.01,,,"Arsenic, Total",Inorganic,Inorganic,Metal,sediment,2
Surface Water Ambient Monitoring Program,SWAMP RWB3 CCAMP Coastal Confluences,CCAMP Coastal Confluences_2002,Atascadero Creek at Ward Drive,315ATA,3/26/2002 0:00,1899-12-30 11:15:00,Not Recorded,2.0,cm,Integrated,1,1,2002Dig61R,02-0742,sediment,EPA 200.8,"Arsenic, Total",mg/Kg dw,5.86,,0.05,0.1,=,,VAC,Com,collected upstream of cement dam,,,"QAO: MS/MSD RPD for manganese above QC limit, MS/MSD &R for manganese and silver below limit",WQ,MPSL-DFW_Field_v1.0,MPSL-DFW,,Sediment_Grab,34.42345198,-119.819287,"scoop, polyethylene",,,,1/1/1950 0:00,EPA 3052M,10/15/2002 0:00,1/31/2003 0:00,1,,MPSL-DFW,MPSL-DFW,A,Walk In,NR,-88.0,m,12.0,m,0.35,m,NR,,Very stinky/nasty sed,,,,,,,Arsenic,NAD83,Passed,,5.86,,,"Arsenic, Total",Inorganic,Inorganic,Metal,sediment,3
Surface Water Ambient Monitoring Program,SWAMP RWB3 CCAMP Coastal Confluences,CCAMP Coastal Confluences_2002,Carpinteria Creek at 8th Street foot bridge,315CRP,3/25/2002 0:00,1899-12-30 10:40:00,Not Recorded,2.0,cm,Integrated,1,1,2002Dig61R,02-0736,sediment,EPA 200.8,"Arsenic, Total",mg/Kg dw,5.31,,0.05,0.1,=,,VAC,Com,Small flow; access downstream of bridge,,,"QAO: MS/MSD RPD for manganese above QC limit, MS/MSD &R for manganese and silver below limit",WQ,MPSL-DFW_Field_v1.0,MPSL-DFW,,Sediment_Grab,34.39350898,-119.511814,"scoop, polyethylene",,,,1/1/1950 0:00,EPA 3052M,10/15/2002 0:00,1/31/2003 0:00,1,,MPSL-DFW,MPSL-DFW,A,Walk In,NR,-88.0,m,1.5,m,0.1,m,NR,,found sed settling pool upstream of bridge,,,,,,,Arsenic,NAD83,Passed,,5.31,,,"Arsenic, Total",Inorganic,Inorganic,Metal,sediment,3
Surface Water Ambient Monitoring Program,SWAMP RWB3 CCAMP Coastal Confluences,CCAMP Coastal Confluences_2002,Mission Creek at Montecito Street,315MIS,3/25/2002 0:00,1899-12-30 15:05:00,Not Recorded,2.0,cm,Integrated,1,1,2002Dig61R,02-0739,sediment,EPA 200.8,"Arsenic, Total",mg/Kg dw,6.25,,0.05,0.1,=,,VAC,Com,Lots of trash;Homeless encampment; Dead fish present,,,"QAO: MS/MSD RPD for manganese above QC limit, MS/MSD &R for manganese and silver below limit",WQ,MPSL-DFW_Field_v1.0,MPSL-DFW,,Sediment_Grab,34.41303698,-119.694007,"scoop, polyethylene",,,,1/1/1950 0:00,EPA 3052M,10/15/2002 0:00,1/31/2003 0:00,1,,MPSL-DFW,MPSL-DFW,A,Walk In,NR,-88.0,m,4.5,m,0.4,m,NR,,shallow to deep water depth;mostly all sand+rock,,,,,,,Arsenic,NAD83,Passed,,6.25,,,"Arsenic, Total",Inorganic,Inorganic,Metal,sediment,3
Surface Water Ambient Monitoring Program,SWAMP RWB3 CCAMP Coastal Confluences,CCAMP Coastal Confluences_2002,San Antonio Creek at San Antonio Rd West,313SAI,3/28/2002 0:00,1899-12-30 17:00:00,Not Recorded,2.0,cm,Integrated,1,1,2002Dig62R,02-0754,sediment,EPA 200.8,"Arsenic, Total",mg/Kg dw,9.29,,0.1,0.1,=,,"VAC,VQI",QualH,Access on downstream side of bridge through VAFB gate,,,"QAO: no blank, DUP RPD Al, Pb, Mn, Ni outside QC criteria",WQ,MPSL-DFW_Field_v1.0,MPSL-DFW,,Sediment_Grab,34.78233,-120.52997,"scoop, polyethylene",,,,1/1/1950 0:00,EPA 3052M,10/21/2002 0:00,1/27/2003 0:00,1,,MPSL-DFW,MPSL-DFW,A,Walk In,NR,-88.0,m,2.5,m,0.2,m,NR,,Sampled of a small flowing trib.to main channel;found fine sed in small channel,,,,,,,Arsenic,NAD83,Extensive review needed,"BatchVerification:VAC,VQI",9.29,,,"Arsenic, Total",Inorganic,Inorganic,Metal,sediment,3
Surface Water Ambient Monitoring Program,SWAMP RWB3 CCAMP Coastal Confluences,CCAMP Coastal Confluences_2004,Arroyo Burro at Cliff Drive,315ABU,3/31/2004 0:00,1899-12-30 13:30:00,Not Recorded,2.0,cm,Integrated,1,1,MPSL_2004Dig43_S_TM,2004-1369,sediment,EPA 200.8,"Arsenic, Total",mg/Kg dw,6.96,,1.77,5.0,=,,VAC,Com,,,,"No certified CRM for Al in seds; No spike for Al; native too high to spike; Cr MS Rec high, but MSD, Dup and CRM OK",WQ,MPSL-DFW_Field_v1.0,MPSL-DFW,,Sediment_Grab,34.40505098,-119.739115,"scoop, polyethylene",,Not Applicable,,1/1/1950 0:00,EPA 3052M,9/29/2004 0:00,10/15/2004 0:00,1,,MPSL-DFW,MPSL-DFW,"A,MD",Walk In,RB,-88.0,m,-88.0,m,-88.0,m,Bridge,DS,Hydromod: bridge and concrete channel,,,,,,,Arsenic,NAD83,Passed,,6.96,,,"Arsenic, Total",Inorganic,Inorganic,Metal,sediment,3
Surface Water Ambient Monitoring Program,SWAMP RWB3 CCAMP Coastal Confluences,CCAMP Coastal Confluences_2004,Canada de la Gaviota at State Park entrance,315GAV,3/31/2004 0:00,1899-12-30 15:00:00,Bank,2.0,cm,Integrated,1,1,MPSL_2004Dig43_S_TM,2004-1368,sediment,EPA 200.8,"Arsenic, Total",mg/Kg dw,8.17,,1.77,5.0,=,,VAC,Com,,,,"No certified CRM for Al in seds; No spike for Al; native too high to spike; Cr MS Rec high, but MSD, Dup and CRM OK",WQ,MPSL-DFW_Field_v1.0,MPSL-DFW,,Sediment_Grab,34.47356098,-120.228426,"scoop, polyethylene",,Not Applicable,,1/1/1950 0:00,EPA 3052M,9/29/2004 0:00,10/15/2004 0:00,1,,MPSL-DFW,MPSL-DFW,"A,MD",Walk In,LB,-88.0,m,-88.0,m,-88.0,m,Bridge,DS,,,,,,,,Arsenic,NAD83,Passed,,8.17,,,"Arsenic, Total",Inorganic,Inorganic,Metal,sediment,3
